Data as of,StartWeek,EndWeek,State,County,Fips Code,COVID-19 Deaths,Total Deaths
9/24/2020,2/1/2020,8/1/2020,MA,Norfolk County,25021,745,3611
9/24/2020,2/1/2020,8/1/2020,MA,Plymouth County,25023,597,2906
9/24/2020,2/1/2020,8/1/2020,MA,Suffolk County,25025,1253,5272
9/24/2020,2/1/2020,8/1/2020,MA,Worcester County,25027,957,4784
9/24/2020,2/1/2020,8/1/2020,MI,Alpena County,26007,14,208
9/24/2020,2/1/2020,8/1/2020,MI,Bay County,26017,25,757
9/24/2020,2/1/2020,8/1/2020,MI,Berrien County,26021,65,935
9/24/2020,2/1/2020,8/1/2020,MI,Calhoun County,26025,35,874
9/24/2020,2/1/2020,8/1/2020,MI,Crawford County,26039,11,110
9/24/2020,2/1/2020,8/1/2020,MI,Genesee County,26049,265,2828
9/24/2020,2/1/2020,8/1/2020,MI,Grand Traverse County,26055,11,752
9/24/2020,2/1/2020,8/1/2020,MI,Gratiot County,26057,14,243
9/24/2020,2/1/2020,8/1/2020,MI,Hillsdale County,26059,23,241
9/24/2020,2/1/2020,8/1/2020,MI,Ingham County,26065,57,1687
9/24/2020,2/1/2020,8/1/2020,MI,Jackson County,26075,76,994
9/24/2020,2/1/2020,8/1/2020,MI,Kalamazoo County,26077,100,1702
9/24/2020,2/1/2020,8/1/2020,MI,Kent County,26081,153,3301
9/24/2020,2/1/2020,8/1/2020,MI,Lapeer County,26087,31,469
9/24/2020,2/1/2020,8/1/2020,MI,Livingston County,26093,34,730
9/24/2020,2/1/2020,8/1/2020,MI,Macomb County,26099,677,4943
9/24/2020,2/1/2020,8/1/2020,MI,Marquette County,26103,12,371
9/24/2020,2/1/2020,8/1/2020,MI,Muskegon County,26121,68,1059
9/24/2020,2/1/2020,8/1/2020,MI,Oakland County,26125,1309,8034
9/24/2020,2/1/2020,8/1/2020,MI,Ottawa County,26139,36,1041
9/24/2020,2/1/2020,8/1/2020,MI,Saginaw County,26145,151,1518
9/24/2020,2/1/2020,8/1/2020,MI,St. Clair County,26147,45,903
9/24/2020,2/1/2020,8/1/2020,MI,Shiawassee County,26155,19,380
9/24/2020,2/1/2020,8/1/2020,MI,Tuscola County,26157,12,225
9/24/2020,2/1/2020,8/1/2020,MI,Washtenaw County,26161,261,2210
9/24/2020,2/1/2020,8/1/2020,MI,Wayne County,26163,2271,12565
9/24/2020,2/1/2020,8/1/2020,MN,Anoka County,27003,136,1194
9/24/2020,2/1/2020,8/1/2020,MN,Clay County,27027,28,180
9/24/2020,2/1/2020,8/1/2020,MN,Crow Wing County,27035,13,313
9/24/2020,2/1/2020,8/1/2020,MN,Dakota County,27037,58,1245
9/24/2020,2/1/2020,8/1/2020,MN,Hennepin County,27053,835,6350
9/24/2020,2/1/2020,8/1/2020,MN,Nicollet County,27103,10,102
9/24/2020,2/1/2020,8/1/2020,MN,Olmsted County,27109,31,1090
9/24/2020,2/1/2020,8/1/2020,MN,Ramsey County,27123,335,3011
9/24/2020,2/1/2020,8/1/2020,MN,St. Louis County,27137,27,1427
9/24/2020,2/1/2020,8/1/2020,MN,Scott County,27139,10,359
9/24/2020,2/1/2020,8/1/2020,MN,Stearns County,27145,30,937
9/24/2020,2/1/2020,8/1/2020,MN,Washington County,27163,27,819
9/24/2020,2/1/2020,8/1/2020,MN,Winona County,27169,19,204
9/24/2020,2/1/2020,8/1/2020,MS,Adams County,28001,31,227
9/24/2020,2/1/2020,8/1/2020,MS,Alcorn County,28003,10,291
9/24/2020,2/1/2020,8/1/2020,MS,Attala County,28007,13,136
9/24/2020,2/1/2020,8/1/2020,MS,Bolivar County,28011,21,199
9/24/2020,2/1/2020,8/1/2020,MS,Coahoma County,28027,14,153
9/24/2020,2/1/2020,8/1/2020,MS,DeSoto County,28033,65,837
9/24/2020,2/1/2020,8/1/2020,MS,Forrest County,28035,126,887
9/24/2020,2/1/2020,8/1/2020,MS,Grenada County,28043,13,163
9/24/2020,2/1/2020,8/1/2020,MS,Hancock County,28045,10,206
9/24/2020,2/1/2020,8/1/2020,MS,Harrison County,28047,38,1301
9/24/2020,2/1/2020,8/1/2020,MS,Hinds County,28049,323,2633
9/24/2020,2/1/2020,8/1/2020,MS,Holmes County,28051,16,96
9/24/2020,2/1/2020,8/1/2020,MS,Jackson County,28059,43,835
9/24/2020,2/1/2020,8/1/2020,MS,Jones County,28067,51,397
9/24/2020,2/1/2020,8/1/2020,MS,Lafayette County,28071,41,428
9/24/2020,2/1/2020,8/1/2020,MS,Lamar County,28073,29,280
9/24/2020,2/1/2020,8/1/2020,MS,Lauderdale County,28075,190,859
9/24/2020,2/1/2020,8/1/2020,MS,Lee County,28081,113,1155
9/24/2020,2/1/2020,8/1/2020,MS,Leflore County,28083,65,304
9/24/2020,2/1/2020,8/1/2020,MS,Lincoln County,28085,37,232
9/24/2020,2/1/2020,8/1/2020,MS,Lowndes County,28087,51,453
9/24/2020,2/1/2020,8/1/2020,MS,Madison County,28089,31,551
9/24/2020,2/1/2020,8/1/2020,MS,Monroe County,28095,33,220
9/24/2020,2/1/2020,8/1/2020,MS,Neshoba County,28099,15,161
9/24/2020,2/1/2020,8/1/2020,MS,Oktibbeha County,28105,32,172
9/24/2020,2/1/2020,8/1/2020,MS,Pearl River County,28109,14,309
9/24/2020,2/1/2020,8/1/2020,MS,Pike County,28113,30,304
9/24/2020,2/1/2020,8/1/2020,MS,Rankin County,28121,15,540
9/24/2020,2/1/2020,8/1/2020,MS,Simpson County,28127,16,152
9/24/2020,2/1/2020,8/1/2020,MS,Sunflower County,28133,17,166
9/24/2020,2/1/2020,8/1/2020,MS,Tate County,28137,10,109
9/24/2020,2/1/2020,8/1/2020,MS,Warren County,28149,41,327
9/24/2020,2/1/2020,8/1/2020,MS,Washington County,28151,40,384
9/24/2020,2/1/2020,8/1/2020,MS,Wayne County,28153,18,112
9/24/2020,2/1/2020,8/1/2020,MS,Webster County,28155,10,79
9/24/2020,2/1/2020,8/1/2020,MS,Winston County,28159,10,96
9/24/2020,2/1/2020,8/1/2020,MO,Boone County,29019,11,1148
9/24/2020,2/1/2020,8/1/2020,MO,Cape Girardeau County,29031,13,743
9/24/2020,2/1/2020,8/1/2020,MO,Clay County,29047,41,1241
9/24/2020,2/1/2020,8/1/2020,MO,Franklin County,29071,13,499
9/24/2020,2/1/2020,8/1/2020,MO,Greene County,29077,28,2338
9/24/2020,2/1/2020,8/1/2020,MO,Jackson County,29095,125,4330
9/24/2020,2/1/2020,8/1/2020,MO,Jasper County,29097,20,490
9/24/2020,2/1/2020,8/1/2020,MO,Jefferson County,29099,23,815
9/24/2020,2/1/2020,8/1/2020,MO,Newton County,29145,20,776
9/24/2020,2/1/2020,8/1/2020,MO,St. Charles County,29183,96,1667
9/24/2020,2/1/2020,8/1/2020,MO,St. Louis County,29189,651,7242
9/24/2020,2/1/2020,8/1/2020,MO,Scott County,29201,11,239
9/24/2020,2/1/2020,8/1/2020,MO,St. Louis city,29510,176,2717
9/24/2020,2/1/2020,8/1/2020,MT,Yellowstone County,30111,40,1059
9/24/2020,2/1/2020,8/1/2020,NE,Adams County,31001,12,165
9/24/2020,2/1/2020,8/1/2020,NE,Buffalo County,31019,13,297
9/24/2020,2/1/2020,8/1/2020,NE,Dakota County,31043,10,67
9/24/2020,2/1/2020,8/1/2020,NE,Dodge County,31053,10,224
9/24/2020,2/1/2020,8/1/2020,NE,Douglas County,31055,163,2921
9/24/2020,2/1/2020,8/1/2020,NE,Hall County,31079,35,277
9/24/2020,2/1/2020,8/1/2020,NE,Hamilton County,31081,14,46
9/24/2020,2/1/2020,8/1/2020,NE,Lancaster County,31109,33,1495
9/24/2020,2/1/2020,8/1/2020,NE,Sarpy County,31153,10,477
9/24/2020,2/1/2020,8/1/2020,NV,Clark County,32003,754,10589
9/24/2020,2/1/2020,8/1/2020,NV,Washoe County,32031,124,2614
9/24/2020,2/1/2020,8/1/2020,NH,Hillsborough County,33011,284,2116
9/24/2020,2/1/2020,8/1/2020,NH,Merrimack County,33013,22,829
9/24/2020,2/1/2020,8/1/2020,NH,Rockingham County,33015,79,1274
9/24/2020,2/1/2020,8/1/2020,NJ,Atlantic County,34001,199,1729
9/24/2020,2/1/2020,8/1/2020,NJ,Bergen County,34003,2043,6318
9/24/2020,2/1/2020,8/1/2020,NJ,Burlington County,34005,414,2221
9/24/2020,2/1/2020,8/1/2020,NJ,Camden County,34007,534,3716
9/24/2020,2/1/2020,8/1/2020,NJ,Cape May County,34009,71,639
9/24/2020,2/1/2020,8/1/2020,NJ,Cumberland County,34011,116,923
9/24/2020,2/1/2020,8/1/2020,NJ,Essex County,34013,1999,5956
9/24/2020,2/1/2020,8/1/2020,NJ,Gloucester County,34015,194,1561
9/24/2020,2/1/2020,8/1/2020,NJ,Hudson County,34017,1074,3083
9/24/2020,2/1/2020,8/1/2020,NJ,Hunterdon County,34019,119,544
9/24/2020,2/1/2020,8/1/2020,NJ,Mercer County,34021,515,2019
9/24/2020,2/1/2020,8/1/2020,NJ,Middlesex County,34023,1449,5093
9/24/2020,2/1/2020,8/1/2020,NJ,Monmouth County,34025,841,4152
9/24/2020,2/1/2020,8/1/2020,NJ,Morris County,34027,978,3604
9/24/2020,2/1/2020,8/1/2020,NJ,Ocean County,34029,810,4441
9/24/2020,2/1/2020,8/1/2020,NJ,Passaic County,34031,977,2980
9/24/2020,2/1/2020,8/1/2020,NJ,Salem County,34033,59,390
9/24/2020,2/1/2020,8/1/2020,NJ,Somerset County,34035,394,1630
9/24/2020,2/1/2020,8/1/2020,NJ,Sussex County,34037,156,749
9/24/2020,2/1/2020,8/1/2020,NJ,Union County,34039,984,3288
9/24/2020,2/1/2020,8/1/2020,NJ,Warren County,34041,138,604
9/24/2020,2/1/2020,8/1/2020,NM,Bernalillo County,35001,293,4157
9/24/2020,2/1/2020,8/1/2020,NM,Dona Ana County,35013,28,1028
9/24/2020,2/1/2020,8/1/2020,NM,McKinley County,35031,87,357
9/24/2020,2/1/2020,8/1/2020,NM,Sandoval County,35043,74,743
9/24/2020,2/1/2020,8/1/2020,NM,San Juan County,35045,178,735
9/24/2020,2/1/2020,8/1/2020,NM,Santa Fe County,35049,12,707
9/24/2020,2/1/2020,8/1/2020,NY,Albany County,36001,195,2108
9/24/2020,2/1/2020,8/1/2020,NY,Broome County,36007,87,1327
9/24/2020,2/1/2020,8/1/2020,NY,Columbia County,36021,47,349
9/24/2020,2/1/2020,8/1/2020,NY,Dutchess County,36027,199,1550
9/24/2020,2/1/2020,8/1/2020,NY,Erie County,36029,691,6030
9/24/2020,2/1/2020,8/1/2020,NY,Fulton County,36035,31,271
9/24/2020,2/1/2020,8/1/2020,NY,Madison County,36053,12,280
9/24/2020,2/1/2020,8/1/2020,NY,Monroe County,36055,325,4421
9/24/2020,2/1/2020,8/1/2020,NY,Nassau County,36059,3212,9965
9/24/2020,2/1/2020,8/1/2020,NY,Niagara County,36063,78,1204
9/24/2020,2/1/2020,8/1/2020,NY,Oneida County,36065,124,1556
9/24/2020,2/1/2020,8/1/2020,NY,Onondaga County,36067,233,3024
9/24/2020,2/1/2020,8/1/2020,NY,Ontario County,36069,31,585
9/24/2020,2/1/2020,8/1/2020,NY,Orange County,36071,470,1951
9/24/2020,2/1/2020,8/1/2020,NY,Orleans County,36073,44,185
9/24/2020,2/1/2020,8/1/2020,NY,Otsego County,36077,11,431
9/24/2020,2/1/2020,8/1/2020,NY,Putnam County,36079,68,329
9/24/2020,2/1/2020,8/1/2020,NY,Rensselaer County,36083,36,777
9/24/2020,2/1/2020,8/1/2020,NY,Rockland County,36087,654,1883
9/24/2020,2/1/2020,8/1/2020,NY,Schenectady County,36093,29,881
9/24/2020,2/1/2020,8/1/2020,NY,Steuben County,36101,36,500
9/24/2020,2/1/2020,8/1/2020,NY,Suffolk County,36103,2675,9480
9/24/2020,2/1/2020,8/1/2020,NY,Sullivan County,36105,43,360
9/24/2020,2/1/2020,8/1/2020,NY,Tioga County,36107,18,172
9/24/2020,2/1/2020,8/1/2020,NY,Ulster County,36111,56,771
9/24/2020,2/1/2020,8/1/2020,NY,Warren County,36113,42,507
9/24/2020,2/1/2020,8/1/2020,NY,Washington County,36115,12,290
9/24/2020,2/1/2020,8/1/2020,NY,Westchester County,36119,1870,5826
9/24/2020,2/1/2020,8/1/2020,NY,Bronx County,36005,4252,11263
9/24/2020,2/1/2020,8/1/2020,NY,Kings County,36047,6029,15323
9/24/2020,2/1/2020,8/1/2020,NY,New York County,36061,3918,11392
9/24/2020,2/1/2020,8/1/2020,NY,Queens County,36081,5413,13499
9/24/2020,2/1/2020,8/1/2020,NY,Richmond County,36085,972,3034
9/24/2020,2/1/2020,8/1/2020,NC,Alamance County,37001,18,866
9/24/2020,2/1/2020,8/1/2020,NC,Brunswick County,37019,14,661
9/24/2020,2/1/2020,8/1/2020,NC,Buncombe County,37021,74,1938
9/24/2020,2/1/2020,8/1/2020,NC,Burke County,37023,28,492
9/24/2020,2/1/2020,8/1/2020,NC,Cabarrus County,37025,56,1027
9/24/2020,2/1/2020,8/1/2020,NC,Caldwell County,37027,10,447
9/24/2020,2/1/2020,8/1/2020,NC,Catawba County,37035,37,986
9/24/2020,2/1/2020,8/1/2020,NC,Chatham County,37037,47,462
9/24/2020,2/1/2020,8/1/2020,NC,Cleveland County,37045,20,615
9/24/2020,2/1/2020,8/1/2020,NC,Columbus County,37047,18,360
9/24/2020,2/1/2020,8/1/2020,NC,Craven County,37049,14,615
9/24/2020,2/1/2020,8/1/2020,NC,Cumberland County,37051,62,1506
9/24/2020,2/1/2020,8/1/2020,NC,Davidson County,37057,15,743
9/24/2020,2/1/2020,8/1/2020,NC,Duplin County,37061,18,240
9/24/2020,2/1/2020,8/1/2020,NC,Durham County,37063,137,1850
9/24/2020,2/1/2020,8/1/2020,NC,Edgecombe County,37065,10,299
9/24/2020,2/1/2020,8/1/2020,NC,Forsyth County,37067,96,2688
9/24/2020,2/1/2020,8/1/2020,NC,Franklin County,37069,10,193
9/24/2020,2/1/2020,8/1/2020,NC,Gaston County,37071,33,1246
9/24/2020,2/1/2020,8/1/2020,NC,Guilford County,37081,186,2752
9/24/2020,2/1/2020,8/1/2020,NC,Harnett County,37085,25,454
9/24/2020,2/1/2020,8/1/2020,NC,Haywood County,37087,10,373
9/24/2020,2/1/2020,8/1/2020,NC,Henderson County,37089,56,758
9/24/2020,2/1/2020,8/1/2020,NC,Hertford County,37091,20,170
9/24/2020,2/1/2020,8/1/2020,NC,Iredell County,37097,17,855
9/24/2020,2/1/2020,8/1/2020,NC,Johnston County,37101,23,697
9/24/2020,2/1/2020,8/1/2020,NC,Lenoir County,37107,16,313
9/24/2020,2/1/2020,8/1/2020,NC,Mecklenburg County,37119,246,4343
9/24/2020,2/1/2020,8/1/2020,NC,Moore County,37125,46,805
9/24/2020,2/1/2020,8/1/2020,NC,Nash County,37127,12,514
9/24/2020,2/1/2020,8/1/2020,NC,New Hanover County,37129,43,1589
9/24/2020,2/1/2020,8/1/2020,NC,Onslow County,37133,11,491
9/24/2020,2/1/2020,8/1/2020,NC,Orange County,37135,60,702
9/24/2020,2/1/2020,8/1/2020,NC,Pasquotank County,37139,17,293
9/24/2020,2/1/2020,8/1/2020,NC,Pitt County,37147,44,1388
9/24/2020,2/1/2020,8/1/2020,NC,Randolph County,37151,18,660
9/24/2020,2/1/2020,8/1/2020,NC,Robeson County,37155,44,665
9/24/2020,2/1/2020,8/1/2020,NC,Rowan County,37159,53,851
9/24/2020,2/1/2020,8/1/2020,NC,Union County,37179,33,716
9/24/2020,2/1/2020,8/1/2020,NC,Vance County,37181,43,295
9/24/2020,2/1/2020,8/1/2020,NC,Wake County,37183,198,3549
9/24/2020,2/1/2020,8/1/2020,NC,Wayne County,37191,52,844
9/24/2020,2/1/2020,8/1/2020,NC,Wilson County,37195,37,487
9/24/2020,2/1/2020,8/1/2020,ND,Burleigh County,38015,13,647
9/24/2020,2/1/2020,8/1/2020,ND,Cass County,38017,100,1118
9/24/2020,2/1/2020,8/1/2020,OH,Allen County,39003,49,789
9/24/2020,2/1/2020,8/1/2020,OH,Ashtabula County,39007,33,520
9/24/2020,2/1/2020,8/1/2020,OH,Butler County,39017,68,1741
9/24/2020,2/1/2020,8/1/2020,OH,Clark County,39023,10,866
9/24/2020,2/1/2020,8/1/2020,OH,Columbiana County,39029,46,632
9/24/2020,2/1/2020,8/1/2020,OH,Cuyahoga County,39035,547,8964
9/24/2020,2/1/2020,8/1/2020,OH,Darke County,39037,19,281
9/24/2020,2/1/2020,8/1/2020,OH,Erie County,39043,24,609
9/24/2020,2/1/2020,8/1/2020,OH,Fairfield County,39045,26,758
9/24/2020,2/1/2020,8/1/2020,OH,Franklin County,39049,607,7722
9/24/2020,2/1/2020,8/1/2020,OH,Geauga County,39055,49,527
9/24/2020,2/1/2020,8/1/2020,OH,Hamilton County,39061,250,5646
9/24/2020,2/1/2020,8/1/2020,OH,Lake County,39085,24,1080
9/24/2020,2/1/2020,8/1/2020,OH,Licking County,39089,36,838
9/24/2020,2/1/2020,8/1/2020,OH,Lorain County,39093,53,1465
9/24/2020,2/1/2020,8/1/2020,OH,Lucas County,39095,358,3292
9/24/2020,2/1/2020,8/1/2020,OH,Mahoning County,39099,262,2181
9/24/2020,2/1/2020,8/1/2020,OH,Marion County,39101,32,397
9/24/2020,2/1/2020,8/1/2020,OH,Medina County,39103,22,731
9/24/2020,2/1/2020,8/1/2020,OH,Miami County,39109,26,529
9/24/2020,2/1/2020,8/1/2020,OH,Montgomery County,39113,124,4213
9/24/2020,2/1/2020,8/1/2020,OH,Ottawa County,39123,15,174
9/24/2020,2/1/2020,8/1/2020,OH,Pickaway County,39129,13,260
9/24/2020,2/1/2020,8/1/2020,OH,Portage County,39133,45,755
9/24/2020,2/1/2020,8/1/2020,OH,Putnam County,39137,11,125
9/24/2020,2/1/2020,8/1/2020,OH,Richland County,39139,12,742
9/24/2020,2/1/2020,8/1/2020,OH,Sandusky County,39143,12,281
9/24/2020,2/1/2020,8/1/2020,OH,Stark County,39151,142,2621
9/24/2020,2/1/2020,8/1/2020,OH,Summit County,39153,192,3520
9/24/2020,2/1/2020,8/1/2020,OH,Trumbull County,39155,62,1188
9/24/2020,2/1/2020,8/1/2020,OH,Tuscarawas County,39157,13,583
9/24/2020,2/1/2020,8/1/2020,OH,Warren County,39165,25,932
9/24/2020,2/1/2020,8/1/2020,OH,Washington County,39167,24,434
9/24/2020,2/1/2020,8/1/2020,OH,Wayne County,39169,55,618
9/24/2020,2/1/2020,8/1/2020,OH,Wood County,39173,36,696
9/24/2020,2/1/2020,8/1/2020,OK,Caddo County,40015,10,148
9/24/2020,2/1/2020,8/1/2020,OK,Cleveland County,40027,59,1043
9/24/2020,2/1/2020,8/1/2020,OK,Comanche County,40031,14,556
9/24/2020,2/1/2020,8/1/2020,OK,Delaware County,40041,19,265
9/24/2020,2/1/2020,8/1/2020,OK,Muskogee County,40101,20,513
9/24/2020,2/1/2020,8/1/2020,OK,Oklahoma County,40109,192,5441
9/24/2020,2/1/2020,8/1/2020,OK,Tulsa County,40143,207,4517
9/24/2020,2/1/2020,8/1/2020,OK,Washington County,40147,37,383
9/24/2020,2/1/2020,8/1/2020,OR,Clackamas County,41005,35,1876
9/24/2020,2/1/2020,8/1/2020,OR,Deschutes County,41017,13,910
9/24/2020,2/1/2020,8/1/2020,OR,Linn County,41043,10,766
9/24/2020,2/1/2020,8/1/2020,OR,Marion County,41047,63,1582
9/24/2020,2/1/2020,8/1/2020,OR,Multnomah County,41051,127,3703
9/24/2020,2/1/2020,8/1/2020,OR,Umatilla County,41059,21,329
9/24/2020,2/1/2020,8/1/2020,OR,Washington County,41067,41,1969
9/24/2020,2/1/2020,8/1/2020,OR,Yamhill County,41071,11,494
9/24/2020,2/1/2020,8/1/2020,PA,Adams County,42001,13,479
9/24/2020,2/1/2020,8/1/2020,PA,Allegheny County,42003,292,8801
9/24/2020,2/1/2020,8/1/2020,PA,Beaver County,42007,90,1080
9/24/2020,2/1/2020,8/1/2020,PA,Berks County,42011,352,2336
9/24/2020,2/1/2020,8/1/2020,PA,Blair County,42013,12,988
9/24/2020,2/1/2020,8/1/2020,PA,Bucks County,42017,570,3660
9/24/2020,2/1/2020,8/1/2020,PA,Carbon County,42025,19,325
9/24/2020,2/1/2020,8/1/2020,PA,Chester County,42029,402,2558
9/24/2020,2/1/2020,8/1/2020,PA,Columbia County,42037,26,250
9/24/2020,2/1/2020,8/1/2020,PA,Cumberland County,42041,101,1405
9/24/2020,2/1/2020,8/1/2020,PA,Dauphin County,42043,173,1870
9/24/2020,2/1/2020,8/1/2020,PA,Delaware County,42045,723,3322
9/24/2020,2/1/2020,8/1/2020,PA,Erie County,42049,26,1713
9/24/2020,2/1/2020,8/1/2020,PA,Franklin County,42055,48,875
9/24/2020,2/1/2020,8/1/2020,PA,Lackawanna County,42069,237,1804
9/24/2020,2/1/2020,8/1/2020,PA,Lancaster County,42071,395,3070
9/24/2020,2/1/2020,8/1/2020,PA,Lawrence County,42073,15,566
9/24/2020,2/1/2020,8/1/2020,PA,Lebanon County,42075,52,793
9/24/2020,2/1/2020,8/1/2020,PA,Lehigh County,42077,488,2896
9/24/2020,2/1/2020,8/1/2020,PA,Luzerne County,42079,181,2323
9/24/2020,2/1/2020,8/1/2020,PA,Lycoming County,42081,26,744
9/24/2020,2/1/2020,8/1/2020,PA,Mercer County,42085,13,700
9/24/2020,2/1/2020,8/1/2020,PA,Monroe County,42089,106,801
9/24/2020,2/1/2020,8/1/2020,PA,Montgomery County,42091,1120,5512
9/24/2020,2/1/2020,8/1/2020,PA,Montour County,42093,30,649
9/24/2020,2/1/2020,8/1/2020,PA,Northampton County,42095,266,1702
9/24/2020,2/1/2020,8/1/2020,PA,Philadelphia County,42101,1552,9860
9/24/2020,2/1/2020,8/1/2020,PA,Pike County,42103,13,172
9/24/2020,2/1/2020,8/1/2020,PA,Schuylkill County,42107,32,872
9/24/2020,2/1/2020,8/1/2020,PA,Susquehanna County,42115,34,250
9/24/2020,2/1/2020,8/1/2020,PA,Wayne County,42127,12,301
9/24/2020,2/1/2020,8/1/2020,PA,Westmoreland County,42129,38,1887
9/24/2020,2/1/2020,8/1/2020,PA,York County,42133,88,2326
9/24/2020,2/1/2020,8/1/2020,RI,Kent County,44003,111,933
9/24/2020,2/1/2020,8/1/2020,RI,Providence County,44007,831,4284
9/24/2020,2/1/2020,8/1/2020,RI,Washington County,44009,53,611
9/24/2020,2/1/2020,8/1/2020,SC,Aiken County,45003,26,940
9/24/2020,2/1/2020,8/1/2020,SC,Anderson County,45007,60,1385
9/24/2020,2/1/2020,8/1/2020,SC,Beaufort County,45013,37,863
9/24/2020,2/1/2020,8/1/2020,SC,Berkeley County,45015,35,764
9/24/2020,2/1/2020,8/1/2020,SC,Charleston County,45019,230,2766
9/24/2020,2/1/2020,8/1/2020,SC,Chesterfield County,45025,17,243
9/24/2020,2/1/2020,8/1/2020,SC,Clarendon County,45027,31,189
9/24/2020,2/1/2020,8/1/2020,SC,Colleton County,45029,30,300
9/24/2020,2/1/2020,8/1/2020,SC,Darlington County,45031,39,342
9/24/2020,2/1/2020,8/1/2020,SC,Dillon County,45033,10,176
9/24/2020,2/1/2020,8/1/2020,SC,Dorchester County,45035,25,513
9/24/2020,2/1/2020,8/1/2020,SC,Florence County,45041,192,1680
9/24/2020,2/1/2020,8/1/2020,SC,Georgetown County,45043,34,508
9/24/2020,2/1/2020,8/1/2020,SC,Greenville County,45045,206,3088
9/24/2020,2/1/2020,8/1/2020,SC,Greenwood County,45047,29,587
9/24/2020,2/1/2020,8/1/2020,SC,Horry County,45051,142,2296
9/24/2020,2/1/2020,8/1/2020,SC,Jasper County,45053,17,177
9/24/2020,2/1/2020,8/1/2020,SC,Lancaster County,45057,22,449
9/24/2020,2/1/2020,8/1/2020,SC,Laurens County,45059,22,397
9/24/2020,2/1/2020,8/1/2020,SC,Lexington County,45063,115,1613
9/24/2020,2/1/2020,8/1/2020,SC,Orangeburg County,45075,59,625
9/24/2020,2/1/2020,8/1/2020,SC,Pickens County,45077,14,504
9/24/2020,2/1/2020,8/1/2020,SC,Richland County,45079,202,2386
9/24/2020,2/1/2020,8/1/2020,SC,Spartanburg County,45083,129,2066
9/24/2020,2/1/2020,8/1/2020,SC,Sumter County,45085,45,655
9/24/2020,2/1/2020,8/1/2020,SC,Williamsburg County,45089,10,160
9/24/2020,2/1/2020,8/1/2020,SC,York County,45091,43,1181
9/24/2020,2/1/2020,8/1/2020,SD,Minnehaha County,46099,101,1305
9/24/2020,2/1/2020,8/1/2020,SD,Pennington County,46103,38,684
9/24/2020,2/1/2020,8/1/2020,TN,Bradley County,47011,12,601
9/24/2020,2/1/2020,8/1/2020,TN,Davidson County,47037,283,5165
9/24/2020,2/1/2020,8/1/2020,TN,Hamblen County,47063,15,449
9/24/2020,2/1/2020,8/1/2020,TN,Hamilton County,47065,83,2962
9/24/2020,2/1/2020,8/1/2020,TN,Knox County,47093,60,3618
9/24/2020,2/1/2020,8/1/2020,TN,McMinn County,47107,11,326
9/24/2020,2/1/2020,8/1/2020,TN,Madison County,47113,55,1084
9/24/2020,2/1/2020,8/1/2020,TN,Maury County,47119,13,609
9/24/2020,2/1/2020,8/1/2020,TN,Putnam County,47141,22,672
9/24/2020,2/1/2020,8/1/2020,TN,Rutherford County,47149,67,1465
9/24/2020,2/1/2020,8/1/2020,TN,Shelby County,47157,330,5854
9/24/2020,2/1/2020,8/1/2020,TN,Sullivan County,47163,18,1649
9/24/2020,2/1/2020,8/1/2020,TN,Sumner County,47165,71,870
9/24/2020,2/1/2020,8/1/2020,TN,Washington County,47179,12,1216
9/24/2020,2/1/2020,8/1/2020,TN,Williamson County,47187,25,672
9/24/2020,2/1/2020,8/1/2020,TX,Angelina County,48005,36,607
9/24/2020,2/1/2020,8/1/2020,TX,Atascosa County,48013,10,189
9/24/2020,2/1/2020,8/1/2020,TX,Bell County,48027,57,1682
9/24/2020,2/1/2020,8/1/2020,TX,Bexar County,48029,1108,9228
9/24/2020,2/1/2020,8/1/2020,TX,Bowie County,48037,47,851
9/24/2020,2/1/2020,8/1/2020,TX,Brazoria County,48039,91,1254
9/24/2020,2/1/2020,8/1/2020,TX,Brazos County,48041,81,850
9/24/2020,2/1/2020,8/1/2020,TX,Brown County,48049,21,260
9/24/2020,2/1/2020,8/1/2020,TX,Burnet County,48053,16,262
9/24/2020,2/1/2020,8/1/2020,TX,Caldwell County,48055,12,191
9/24/2020,2/1/2020,8/1/2020,TX,Cameron County,48061,662,2389
9/24/2020,2/1/2020,8/1/2020,TX,Collin County,48085,141,3334
9/24/2020,2/1/2020,8/1/2020,TX,Comal County,48091,82,777
9/24/2020,2/1/2020,8/1/2020,TX,Dallas County,48113,776,10234
9/24/2020,2/1/2020,8/1/2020,TX,Denton County,48121,111,2303
9/24/2020,2/1/2020,8/1/2020,TX,DeWitt County,48123,17,106
9/24/2020,2/1/2020,8/1/2020,TX,Ector County,48135,68,810
9/24/2020,2/1/2020,8/1/2020,TX,Ellis County,48139,32,657
9/24/2020,2/1/2020,8/1/2020,TX,El Paso County,48141,385,3830
9/24/2020,2/1/2020,8/1/2020,TX,Fort Bend County,48157,173,2033
9/24/2020,2/1/2020,8/1/2020,TX,Galveston County,48167,217,1573
9/24/2020,2/1/2020,8/1/2020,TX,Grayson County,48181,22,947
9/24/2020,2/1/2020,8/1/2020,TX,Gregg County,48183,59,1042
9/24/2020,2/1/2020,8/1/2020,TX,Guadalupe County,48187,47,555
9/24/2020,2/1/2020,8/1/2020,TX,Hale County,48189,19,117
9/24/2020,2/1/2020,8/1/2020,TX,Harris County,48201,1898,18378
9/24/2020,2/1/2020,8/1/2020,TX,Harrison County,48203,12,233
